Brand,Screen Size,RAM,Storage,Price (USD),Camera (MP),Marketing Budget (USD),Region,Quarter,Units Sold (millions)
OnePlus,6.4,6,64,1200,12,10000,North America,Q2,908
Google,6.8,3,64,1200,48,5000,North America,Q1,838
OnePlus,4.7,8,64,1200,64,20000,Europe,Q4,683
Samsung,6.8,2,1024,300,64,500,Africa,Q3,101
Motorola,4.5,3,256,1100,24,100,Asia,Q3,957
Apple,6.7,12,64,600,108,500,Oceania,Q1,548
Xiaomi,6.4,2,128,200,24,1000,Asia,Q2,543
Google,5.2,8,1024,1400,32,100,Africa,Q2,715
Google,5.2,4,64,900,24,5000,Africa,Q2,132
Sony,4.5,3,256,1400,108,10000,South America,Q1,280
Xiaomi,4.7,3,256,800,16,5000,Asia,Q2,960
Apple,5.5,6,256,200,64,20000,Europe,Q3,771
Motorola,6.8,12,512,1100,32,2000,Oceania,Q3,634
Xiaomi,6.4,6,512,400,48,1000,North America,Q1,605
Sony,6.2,3,128,100,32,2000,Europe,Q2,392
Sony,6.7,16,128,1300,12,10000,Oceania,Q1,284
Sony,7.0,3,64,1500,8,100,Europe,Q1,974
Motorola,4.5,8,64,1000,64,5000,Africa,Q1,272
Xiaomi,4.7,12,256,1100,108,100,Europe,Q4,849
Xiaomi,6.9,2,512,1100,16,5000,Asia,Q3,118
Xiaomi,5.5,4,128,1400,16,1000,South America,Q4,209
Apple,6.5,4,128,400,108,20000,Oceania,Q3,994
Apple,6.9,8,1024,1300,16,20000,South America,Q3,121
Google,5.2,4,32,800,48,10000,Africa,Q4,981
OnePlus,5.0,12,32,400,24,10000,Africa,Q4,489
Xiaomi,5.8,8,1024,300,32,1000,South America,Q2,765
LG,6.4,6,1024,300,64,10000,Europe,Q4,261
Google,7.0,12,512,1200,48,10000,North America,Q1,226
Apple,5.0,8,256,1200,48,2000,North America,Q2,365
Google,6.0,8,128,900,64,5000,Africa,Q1,849
OnePlus,5.0,3,256,1200,24,100,Europe,Q4,878
Huawei,7.0,8,128,1100,12,10000,Asia,Q1,858
Sony,6.7,6,512,500,16,5000,Europe,Q4,687
Google,6.7,12,64,600,12,5000,Europe,Q4,754
Xiaomi,7.0,12,512,1000,20,500,Europe,Q2,663
Sony,5.5,3,128,300,16,100,Asia,Q2,144
Xiaomi,6.8,12,256,200,48,100,Asia,Q2,140
Oppo,5.5,4,32,100,8,10000,South America,Q4,931
Huawei,6.2,2,1024,300,12,20000,Europe,Q1,258
Motorola,4.5,2,512,1500,16,10000,North America,Q3,860
Apple,6.7,3,64,600,108,100,Oceania,Q3,639
Apple,7.0,2,128,100,16,100,North America,Q1,583
OnePlus,7.0,6,1024,1300,20,500,Oceania,Q3,301
Apple,6.2,3,64,500,8,20000,Oceania,Q3,356
LG,6.4,3,32,900,64,500,Africa,Q2,908
Sony,6.8,3,128,700,8,100,Africa,Q4,141
Apple,5.8,4,32,1400,16,5000,South America,Q3,942
LG,6.9,2,512,900,16,5000,Oceania,Q1,857
Huawei,6.8,6,256,900,64,100,Africa,Q3,817
Samsung,5.5,16,128,1200,16,2000,Europe,Q3,471
Huawei,6.4,12,256,600,12,500,Asia,Q2,963
Xiaomi,6.9,12,128,400,20,5000,Africa,Q2,974
Sony,6.2,4,512,400,108,500,Africa,Q4,205
OnePlus,5.8,2,256,400,48,100,Oceania,Q4,597
Google,6.8,4,128,1500,48,100,North America,Q3,918
Samsung,6.9,16,1024,1000,8,100,Oceania,Q3,617
LG,4.7,3,32,600,24,500,Europe,Q4,544
Sony,6.4,2,64,1400,8,5000,South America,Q3,856
Huawei,7.0,4,1024,1500,48,2000,North America,Q3,246
Motorola,6.5,16,32,1000,8,1000,Oceania,Q1,319
Sony,6.9,12,512,200,32,500,North America,Q3,795
Xiaomi,6.8,6,1024,700,108,1000,North America,Q3,160
Huawei,6.7,12,512,900,16,5000,Oceania,Q2,319
Google,7.0,16,512,1500,32,1000,Oceania,Q4,479
Xiaomi,5.5,8,1024,500,20,10000,Asia,Q3,406
OnePlus,6.7,3,1024,500,8,100,Europe,Q1,778
Huawei,5.0,12,128,1400,32,10000,Europe,Q4,466
Huawei,5.2,16,1024,1100,20,20000,Europe,Q3,359
Apple,6.9,6,512,300,16,10000,North America,Q4,312
Google,6.0,8,128,800,64,500,North America,Q3,197
Xiaomi,6.8,4,128,1300,12,100,Europe,Q3,950
LG,6.8,2,128,700,24,20000,Asia,Q4,373
Xiaomi,4.7,8,32,1200,16,5000,Europe,Q2,513
Google,5.0,8,256,800,32,2000,Africa,Q1,341
Huawei,6.4,12,512,200,32,10000,Africa,Q4,242
Google,6.5,16,256,200,24,100,Oceania,Q2,833
Samsung,4.7,3,64,1400,20,500,North America,Q2,670
Motorola,6.7,16,1024,400,8,500,Asia,Q2,287
Huawei,6.5,8,1024,1000,108,500,South America,Q3,166
OnePlus,6.9,2,128,500,20,500,Africa,Q4,620
Google,4.5,8,512,900,8,1000,Africa,Q3,135
Sony,6.8,6,128,1400,8,10000,South America,Q1,189
OnePlus,5.0,6,64,100,20,2000,South America,Q3,443
OnePlus,5.5,3,256,100,8,5000,North America,Q2,184
OnePlus,6.4,4,32,300,64,10000,South America,Q3,619
Google,7.0,16,128,1300,20,100,Africa,Q1,819
Motorola,5.0,6,128,1000,108,20000,Africa,Q2,528
Oppo,6.0,3,128,1400,32,20000,Asia,Q1,214
Apple,6.9,3,128,100,48,100,South America,Q3,980
Xiaomi,7.0,6,64,800,32,20000,Europe,Q1,831
Apple,5.0,4,64,400,24,100,Africa,Q4,807
OnePlus,6.5,4,128,100,64,20000,North America,Q2,899
Sony,6.9,6,32,1500,32,2000,Europe,Q1,299
Apple,4.5,8,64,1300,48,5000,Europe,Q1,619
Samsung,7.0,6,64,900,24,500,Europe,Q2,767
Sony,6.8,2,64,1400,32,10000,Oceania,Q1,499
Oppo,5.8,3,64,1300,12,1000,South America,Q4,324
OnePlus,6.9,3,128,1400,16,5000,Asia,Q3,460
Apple,6.5,3,1024,1200,64,100,Oceania,Q3,606
Oppo,6.0,2,32,1000,12,2000,North America,Q1,133
Huawei,6.2,8,64,200,16,1000,Asia,Q4,189
Apple,5.0,12,128,600,108,500,Oceania,Q1,339
Apple,6.7,8,128,600,12,2000,Oceania,Q1,387
Motorola,5.8,8,512,1400,24,5000,Africa,Q4,759
Motorola,6.8,8,1024,500,48,100,North America,Q3,365
Samsung,6.2,3,32,1200,32,5000,Oceania,Q1,101
Oppo,6.2,3,64,900,16,1000,Europe,Q4,813
Apple,5.5,4,32,100,20,10000,Asia,Q2,149
LG,5.5,4,128,200,108,10000,South America,Q3,888
Google,6.7,2,128,200,8,1000,Oceania,Q3,154
Sony,6.9,4,32,1500,12,100,South America,Q2,603
Google,6.7,12,256,500,8,20000,North America,Q1,299
Motorola,4.5,16,256,600,64,10000,North America,Q1,995
Samsung,4.5,16,64,700,20,100,Europe,Q2,510
Samsung,5.8,2,512,1500,48,5000,South America,Q1,415
Oppo,4.7,8,128,200,16,10000,South America,Q4,117
Google,6.0,2,32,800,64,20000,Europe,Q3,778
Xiaomi,4.7,12,128,1500,24,10000,Europe,Q3,909
Samsung,6.4,8,512,1200,24,100,Europe,Q2,215
OnePlus,6.4,3,1024,1500,8,5000,Africa,Q2,834
Google,6.7,12,1024,900,64,500,Oceania,Q2,799
Apple,6.7,3,32,1100,24,10000,Oceania,Q4,268
Samsung,6.9,8,256,1200,108,1000,South America,Q1,731
Oppo,4.7,6,1024,1400,12,500,Africa,Q4,271
Samsung,5.8,12,32,1100,16,5000,South America,Q1,238
Apple,6.8,3,512,900,48,1000,South America,Q3,784
Samsung,6.0,12,128,1400,8,100,Europe,Q1,926
Sony,5.8,16,64,800,32,100,North America,Q2,182
Oppo,6.4,6,512,900,32,500,North America,Q3,589
LG,7.0,4,32,600,16,20000,North America,Q2,891
Sony,5.5,8,256,300,16,1000,Europe,Q3,590
Google,6.9,2,32,600,12,500,Africa,Q4,232
Huawei,5.5,3,128,600,16,500,Africa,Q2,803
LG,6.7,8,32,800,24,2000,South America,Q3,550
Huawei,6.9,8,256,200,64,100,Africa,Q2,402
Sony,6.8,16,512,700,32,20000,South America,Q2,843
Apple,7.0,3,512,500,16,2000,Asia,Q1,815
LG,4.5,12,64,300,64,10000,North America,Q4,354
Apple,6.8,3,1024,500,64,1000,Asia,Q4,485
Xiaomi,6.8,6,1024,1100,12,20000,Oceania,Q1,319
LG,5.0,2,64,1400,12,500,Oceania,Q2,744
LG,6.5,4,1024,1500,32,1000,South America,Q4,480
Apple,6.7,16,256,500,64,5000,Europe,Q1,324
Apple,6.7,3,32,100,8,5000,North America,Q4,864
Xiaomi,6.2,4,128,100,108,100,Asia,Q1,504
Oppo,4.5,2,256,1300,12,1000,Asia,Q1,822
Sony,5.2,16,32,400,8,500,Europe,Q2,794
OnePlus,5.2,8,32,1100,12,100,Europe,Q4,199
Google,6.2,2,32,700,8,2000,Oceania,Q4,907
Sony,4.7,16,32,900,20,20000,Europe,Q2,363
Google,6.8,2,128,200,16,20000,Europe,Q1,141
Oppo,7.0,12,512,1400,64,1000,Africa,Q2,338
Google,6.5,4,512,500,48,20000,Asia,Q3,844
Google,6.9,4,256,700,24,500,Oceania,Q2,964
Sony,5.2,3,1024,500,12,10000,North America,Q1,827
Sony,6.0,2,512,700,108,2000,Africa,Q1,540
Sony,4.5,2,256,1400,16,5000,Asia,Q2,893
Sony,5.2,8,128,1300,64,500,Europe,Q1,375
OnePlus,6.4,6,64,100,16,20000,Africa,Q3,791
OnePlus,6.5,8,256,800,108,1000,North America,Q4,180
Huawei,7.0,16,32,100,16,20000,North America,Q3,516
OnePlus,6.9,12,32,1500,20,5000,South America,Q1,112
Motorola,4.5,8,1024,1400,64,20000,Europe,Q4,333
Xiaomi,4.7,6,512,400,16,5000,Oceania,Q2,402
Google,6.7,12,256,500,8,5000,Africa,Q4,207
Apple,5.8,12,512,300,8,20000,Europe,Q1,226
Oppo,6.2,4,64,900,8,20000,Asia,Q4,393
Oppo,4.5,16,128,700,48,2000,North America,Q3,912
LG,6.2,6,128,900,48,10000,North America,Q4,523
LG,5.0,4,128,100,108,500,Asia,Q2,591
Samsung,5.5,4,32,300,108,1000,North America,Q3,163
Xiaomi,6.7,3,512,400,108,2000,Europe,Q4,574
Oppo,6.8,2,128,1500,24,1000,Africa,Q4,923
OnePlus,6.2,3,512,600,20,2000,Africa,Q4,156
Google,7.0,6,256,100,20,5000,Europe,Q3,417
Google,5.0,2,64,100,20,2000,North America,Q2,630
OnePlus,6.0,2,32,1500,20,20000,Asia,Q1,511
LG,5.5,12,32,1100,20,2000,Europe,Q1,189
Xiaomi,6.9,2,128,1200,64,500,Europe,Q1,148
Xiaomi,5.2,8,128,900,64,1000,South America,Q2,558
Apple,6.5,6,128,1300,64,1000,Europe,Q4,716
Samsung,6.8,3,32,1000,32,5000,North America,Q1,274
Google,5.5,16,32,1100,108,1000,Africa,Q1,624
Huawei,6.8,8,256,500,48,500,Asia,Q1,666
Oppo,4.5,12,32,900,8,10000,Asia,Q1,689
OnePlus,7.0,6,256,500,32,10000,Oceania,Q2,744
Huawei,6.7,12,256,1300,8,10000,Asia,Q4,274
Sony,4.7,12,256,300,32,1000,Oceania,Q3,305
Motorola,6.2,6,32,1400,16,5000,Europe,Q1,626
Oppo,6.8,8,128,1400,8,20000,North America,Q4,762
Google,6.4,3,32,300,108,2000,North America,Q3,244
OnePlus,6.8,3,64,100,20,2000,Africa,Q3,435
Huawei,5.8,8,32,700,64,2000,South America,Q3,966
LG,6.4,4,256,100,32,1000,Africa,Q3,539
Oppo,6.9,4,128,900,64,20000,Oceania,Q4,1000
OnePlus,6.8,16,256,1100,8,20000,North America,Q1,955
Xiaomi,5.2,8,256,600,48,5000,Europe,Q1,268
Xiaomi,6.0,2,64,1300,48,5000,Europe,Q2,732
Apple,7.0,6,512,1100,20,20000,North America,Q2,765
Google,4.5,16,128,100,32,1000,Asia,Q3,861
Huawei,6.4,2,128,100,32,1000,Asia,Q3,984
LG,6.2,8,64,500,64,2000,South America,Q3,779
Xiaomi,6.0,3,64,1300,20,2000,Asia,Q3,411
Xiaomi,6.9,6,512,1100,24,5000,North America,Q3,121
Huawei,6.0,3,64,400,108,10000,Africa,Q3,215
Huawei,6.5,12,64,200,48,2000,North America,Q4,426
Google,5.5,8,512,500,20,5000,Africa,Q2,583
Oppo,6.8,3,32,200,16,5000,Africa,Q2,642
Huawei,6.4,12,128,1100,108,20000,Europe,Q4,400
LG,6.7,6,32,400,20,100,Europe,Q2,197
Oppo,4.7,8,32,1500,12,10000,South America,Q1,397
Motorola,7.0,8,128,1500,48,20000,Africa,Q3,944
Apple,7.0,12,64,400,16,100,South America,Q4,728
OnePlus,4.5,4,1024,1500,20,100,South America,Q3,134
Apple,7.0,6,1024,300,24,2000,Asia,Q3,318
Oppo,6.5,16,32,1400,12,100,North America,Q2,649
Huawei,5.0,8,64,800,64,2000,Asia,Q4,190
LG,4.7,3,512,1200,20,10000,Oceania,Q3,756
Motorola,5.8,6,64,300,108,100,Africa,Q1,439
Apple,6.8,12,64,1500,8,2000,Africa,Q3,915
Google,5.8,8,64,600,48,100,Oceania,Q3,764
Apple,5.2,2,256,1100,16,5000,Africa,Q4,584
OnePlus,5.2,6,32,1300,32,5000,Asia,Q1,729
Samsung,6.0,8,32,1500,16,500,South America,Q1,276
Huawei,6.7,4,32,400,12,1000,Europe,Q2,644
Samsung,6.7,8,32,100,24,10000,Oceania,Q2,930
Huawei,6.8,6,256,1400,16,500,North America,Q4,649
Sony,6.9,4,512,600,32,5000,South America,Q3,429
Xiaomi,6.9,6,64,1300,24,20000,North America,Q1,508
Samsung,5.0,2,64,900,12,20000,North America,Q3,761
LG,6.8,2,128,1000,64,5000,South America,Q1,450
Huawei,6.5,4,1024,1300,24,10000,South America,Q2,824
Oppo,7.0,16,128,1100,64,2000,North America,Q1,686
OnePlus,6.4,8,128,700,108,2000,North America,Q4,865
Xiaomi,6.7,3,64,600,16,10000,North America,Q1,899
Apple,4.7,8,512,900,48,1000,Oceania,Q4,893
Google,6.9,12,64,1000,48,10000,Asia,Q4,896
Motorola,5.5,12,1024,1500,8,10000,South America,Q4,299
Huawei,6.9,2,1024,500,12,10000,Asia,Q3,514
Samsung,5.0,3,64,500,48,1000,South America,Q4,978
Sony,6.8,4,512,1100,64,10000,North America,Q3,550
LG,4.7,3,32,1000,12,10000,Africa,Q2,452
OnePlus,5.0,8,32,1200,32,2000,Asia,Q1,842
Huawei,5.8,2,64,1400,12,10000,Asia,Q4,438
Sony,6.5,6,512,400,20,100,North America,Q2,994
Sony,5.0,12,32,1200,32,20000,Oceania,Q3,881
LG,5.8,12,256,800,64,2000,Europe,Q4,516
Motorola,4.7,12,256,1200,16,10000,Africa,Q1,366
Huawei,6.9,4,1024,400,48,20000,Oceania,Q1,565
Sony,6.5,8,128,1400,48,10000,Oceania,Q3,249
Oppo,7.0,4,512,500,108,20000,North America,Q4,568
Motorola,6.2,3,64,1100,20,1000,Asia,Q1,220
Sony,5.2,4,512,600,24,500,Europe,Q2,917
Samsung,5.5,8,32,800,20,10000,South America,Q1,272
Sony,5.8,4,128,1000,64,2000,Oceania,Q2,417
Motorola,5.0,3,256,1300,8,2000,South America,Q2,653
Xiaomi,5.8,4,256,800,108,2000,South America,Q4,473
Sony,7.0,4,1024,1200,8,100,Africa,Q1,755
OnePlus,5.0,3,1024,1400,16,1000,South America,Q2,882
Google,5.0,3,256,500,64,1000,Oceania,Q1,116
OnePlus,5.5,4,256,200,32,500,Africa,Q1,346
Sony,6.7,3,128,700,108,5000,Asia,Q3,396
Xiaomi,5.2,12,256,700,12,10000,Africa,Q4,400
Apple,5.0,12,64,900,32,5000,Asia,Q2,574
Samsung,4.7,12,1024,700,48,10000,South America,Q3,924
Oppo,6.5,12,128,700,8,10000,Europe,Q1,594
Motorola,6.9,6,1024,1300,64,1000,North America,Q4,618
Google,7.0,2,128,500,64,100,South America,Q3,642
Xiaomi,4.7,8,128,500,16,500,Oceania,Q3,522
Google,5.0,16,1024,1000,12,500,North America,Q3,817
Samsung,6.0,3,128,300,8,10000,Europe,Q4,340
OnePlus,4.7,6,128,1000,32,10000,North America,Q2,697
Sony,6.4,3,512,300,8,500,Asia,Q2,188
Xiaomi,4.5,16,64,1400,64,20000,North America,Q3,484
OnePlus,4.7,6,512,1400,48,1000,Asia,Q3,204
LG,6.7,16,32,800,108,1000,Asia,Q3,692
OnePlus,5.2,4,1024,600,32,2000,South America,Q4,548
Motorola,4.7,12,64,200,20,5000,North America,Q4,687
Samsung,4.7,4,64,1500,32,10000,South America,Q4,276
Sony,5.8,12,32,1100,12,5000,Asia,Q1,819
LG,6.7,3,32,500,64,5000,Asia,Q1,588
Xiaomi,6.5,8,1024,500,16,5000,North America,Q3,905
OnePlus,6.5,2,64,1500,108,5000,Africa,Q4,778
Apple,6.4,6,32,900,32,500,Africa,Q2,561
Sony,7.0,3,32,700,48,500,South America,Q3,764
Xiaomi,4.7,4,64,800,12,2000,Africa,Q3,939
Google,6.9,3,512,1300,16,2000,Oceania,Q2,381
Samsung,5.5,6,256,500,20,1000,South America,Q4,518
Oppo,5.2,12,128,800,20,2000,Africa,Q2,499
Xiaomi,6.2,8,64,1100,64,500,Africa,Q2,266
Apple,6.0,6,64,200,20,5000,Oceania,Q2,482
Motorola,5.5,12,64,400,24,2000,Oceania,Q2,941
Google,6.2,4,256,400,16,2000,Oceania,Q1,519
LG,7.0,6,512,1100,24,100,Europe,Q1,418
OnePlus,4.5,6,32,500,32,100,Asia,Q3,145
Huawei,5.0,2,256,1400,48,1000,South America,Q3,705
OnePlus,5.0,16,32,600,48,1000,North America,Q3,461
Oppo,5.0,4,128,1300,24,500,Oceania,Q2,641
Motorola,6.8,4,64,100,48,100,Europe,Q1,820
Oppo,6.4,8,32,1400,12,5000,Africa,Q2,412
Google,4.5,12,128,600,32,2000,South America,Q3,523
Motorola,6.0,2,1024,1500,16,1000,South America,Q2,159
Samsung,5.8,16,512,600,108,1000,Europe,Q1,974
Sony,6.9,4,512,900,20,100,Africa,Q1,295
LG,5.8,6,1024,200,64,500,Asia,Q2,934
Xiaomi,4.7,4,512,400,108,10000,Africa,Q3,280
Xiaomi,6.2,12,64,200,32,5000,South America,Q4,746
OnePlus,5.0,8,32,1300,32,500,Africa,Q1,650
Sony,4.7,2,128,100,32,500,Asia,Q1,841
Samsung,7.0,4,1024,600,16,500,Africa,Q3,868
LG,6.2,16,512,700,20,500,North America,Q4,194
Huawei,5.0,4,32,1000,8,100,Oceania,Q3,454
Google,6.5,12,1024,1000,64,500,Europe,Q2,283
Oppo,6.9,16,128,1200,20,5000,Africa,Q1,185
Google,4.7,16,256,300,32,500,North America,Q2,635
OnePlus,5.5,6,128,1400,20,20000,Oceania,Q1,802
Sony,7.0,8,512,200,20,5000,North America,Q3,759
OnePlus,7.0,2,1024,1400,48,5000,Africa,Q3,333
Apple,6.7,4,64,1400,32,2000,Asia,Q1,175
Sony,5.8,6,128,300,24,2000,Africa,Q1,1000
LG,6.2,4,256,1500,20,100,Europe,Q3,283
Huawei,5.8,6,256,700,12,100,North America,Q2,653
Huawei,6.2,12,32,400,24,100,Europe,Q1,728
LG,6.5,3,512,1100,20,2000,Europe,Q3,903
Google,6.0,2,256,1100,32,1000,Africa,Q3,266
Sony,6.7,8,512,1500,20,100,North America,Q3,714
LG,6.4,4,512,1300,108,10000,Asia,Q4,968
Oppo,6.0,2,64,1200,24,100,North America,Q1,707
Xiaomi,7.0,12,32,200,8,2000,South America,Q2,623
Sony,5.2,8,128,1200,64,100,Africa,Q3,296
Oppo,6.4,2,256,1200,16,10000,Asia,Q2,797
Samsung,5.8,8,64,1000,20,2000,Europe,Q3,940
Sony,6.9,12,1024,1500,16,1000,Europe,Q4,844
Sony,5.8,12,64,600,48,10000,North America,Q3,908
LG,6.4,2,128,1100,12,2000,North America,Q4,457
Huawei,6.4,8,128,300,24,500,North America,Q3,794
Sony,5.0,16,32,1500,48,20000,Asia,Q2,591
OnePlus,6.8,6,64,300,48,5000,Oceania,Q3,124
Sony,6.0,4,64,1000,20,5000,South America,Q1,508
Huawei,5.8,3,1024,1000,108,100,Oceania,Q2,890
Motorola,5.0,12,128,900,12,100,North America,Q2,872
Oppo,5.0,16,256,1500,24,20000,South America,Q4,555
Samsung,6.7,3,128,1400,12,100,Africa,Q1,845
Motorola,7.0,3,1024,300,108,1000,North America,Q1,167
Apple,5.0,12,128,700,64,2000,South America,Q1,164
Google,6.8,3,64,400,12,10000,North America,Q4,122
LG,7.0,16,64,1200,48,100,North America,Q1,477
Apple,5.8,2,64,1300,32,100,Asia,Q1,705
Xiaomi,6.2,16,1024,300,20,20000,South America,Q4,329
Motorola,6.0,4,32,100,32,500,North America,Q3,381
OnePlus,6.2,4,1024,600,24,5000,South America,Q1,457
Xiaomi,6.2,12,32,1200,64,5000,North America,Q1,463
Oppo,5.2,8,64,1100,64,1000,Europe,Q3,218
OnePlus,5.5,6,32,1000,32,500,Africa,Q1,720
Apple,5.5,12,128,700,108,1000,Oceania,Q1,538
Sony,4.7,12,256,900,16,10000,Africa,Q4,719
Sony,4.5,6,512,800,8,500,Asia,Q2,638
Xiaomi,5.8,6,256,700,20,20000,Europe,Q4,348
Xiaomi,6.0,3,512,400,20,20000,North America,Q2,121
OnePlus,6.0,6,1024,100,16,20000,Africa,Q3,291
Motorola,5.2,6,64,400,32,20000,North America,Q3,613
Sony,4.7,8,512,1200,16,500,Asia,Q3,751
Oppo,6.8,4,32,700,48,10000,North America,Q2,381
Oppo,5.0,16,512,600,16,10000,Europe,Q4,768
Huawei,4.5,2,256,1300,12,100,South America,Q2,996
Motorola,6.9,6,128,200,8,2000,Europe,Q4,849
Oppo,4.7,2,64,900,8,20000,Europe,Q3,401
Oppo,5.8,16,64,400,32,10000,Oceania,Q4,832
Google,6.0,12,64,1100,24,100,Asia,Q1,312
Motorola,6.9,4,256,1200,12,5000,Asia,Q2,292
Motorola,4.5,8,32,1000,8,1000,Africa,Q3,659
Xiaomi,5.2,2,256,1000,64,2000,Europe,Q1,270
Samsung,6.7,12,128,1000,20,20000,Oceania,Q4,991
LG,5.0,16,1024,1100,64,5000,South America,Q2,196
Motorola,6.2,16,32,500,16,5000,South America,Q4,179
Google,6.2,4,512,1200,32,500,Africa,Q3,941
Sony,5.0,12,128,900,64,2000,Africa,Q1,371
Huawei,7.0,16,512,400,32,20000,Asia,Q2,283
Xiaomi,4.5,4,1024,1400,24,2000,North America,Q1,101
Xiaomi,5.5,6,32,1300,16,1000,Asia,Q4,999
Samsung,6.4,2,1024,600,24,5000,Europe,Q1,661
LG,6.7,12,256,1500,48,1000,South America,Q4,377
Huawei,5.0,6,512,400,12,20000,Africa,Q4,177
OnePlus,6.0,6,128,900,12,2000,Oceania,Q3,679
Sony,6.2,8,128,800,64,1000,Oceania,Q2,114
LG,4.7,2,256,900,64,10000,Europe,Q2,732
OnePlus,6.2,6,256,700,48,5000,Asia,Q2,981
Oppo,4.5,12,32,500,32,5000,North America,Q3,982
Huawei,7.0,16,32,200,24,20000,Oceania,Q1,207
Huawei,7.0,4,64,1100,8,2000,Oceania,Q2,249
Huawei,6.5,4,64,600,108,2000,Oceania,Q2,395
Motorola,6.2,16,64,1500,24,2000,Europe,Q4,901
Huawei,6.8,8,128,1500,16,5000,Asia,Q1,676
Xiaomi,5.5,4,32,200,8,1000,Africa,Q3,991
Google,6.2,6,1024,600,48,20000,Europe,Q3,517
OnePlus,5.5,2,32,100,12,1000,Europe,Q1,303
Samsung,4.5,16,1024,100,108,10000,Asia,Q2,251
Xiaomi,6.0,6,32,1300,24,100,Oceania,Q2,511
Oppo,5.5,8,64,600,20,2000,Africa,Q4,716
Huawei,4.7,3,64,1000,24,20000,Europe,Q4,290
Google,6.5,2,128,1200,32,2000,South America,Q1,260
Huawei,6.0,6,32,1300,20,1000,South America,Q2,123
Xiaomi,5.5,4,32,400,20,10000,Europe,Q3,569
Xiaomi,6.7,12,64,600,16,20000,Asia,Q4,544
Google,6.5,8,1024,900,24,10000,Europe,Q3,474
Xiaomi,6.9,16,512,700,12,5000,Oceania,Q2,134
OnePlus,6.5,3,512,100,24,100,South America,Q1,103
Huawei,6.7,16,32,1400,16,1000,North America,Q1,588
Xiaomi,6.2,16,1024,1100,108,2000,South America,Q4,303
Sony,6.4,2,64,100,20,20000,South America,Q1,892
Google,5.5,6,256,900,20,100,South America,Q4,487
Huawei,6.8,12,1024,1100,48,5000,Oceania,Q3,643
Xiaomi,6.2,3,128,1300,24,100,Africa,Q3,599
Huawei,6.4,6,1024,1000,16,5000,South America,Q2,406
Oppo,6.7,8,256,800,12,20000,North America,Q3,347
Motorola,4.5,8,1024,700,24,10000,North America,Q4,459
Oppo,6.8,12,256,1000,32,500,Europe,Q3,674
Samsung,4.5,6,1024,500,20,20000,Europe,Q1,503
Xiaomi,6.4,16,512,800,20,500,Oceania,Q1,611
Oppo,6.5,6,64,500,20,100,Europe,Q4,320
LG,5.2,3,64,400,24,10000,Africa,Q2,388
Motorola,5.0,4,64,1000,48,1000,Africa,Q2,817
OnePlus,4.5,2,1024,100,108,1000,Asia,Q1,270
Huawei,6.5,8,32,700,48,500,North America,Q2,169
Motorola,4.5,4,128,1300,32,10000,South America,Q3,897
Sony,5.0,16,512,900,24,20000,South America,Q1,751
OnePlus,7.0,12,512,300,32,5000,Asia,Q3,232
Motorola,6.0,3,512,1200,32,2000,South America,Q3,550
Apple,4.5,4,1024,600,16,100,South America,Q4,234
Motorola,5.5,4,1024,700,20,2000,Europe,Q3,330
LG,6.5,3,512,1400,48,500,Europe,Q2,177
Apple,5.0,4,64,300,108,100,Oceania,Q4,333
Apple,6.8,8,256,1100,32,100,Oceania,Q2,657
Apple,6.9,16,64,600,108,5000,Asia,Q1,744
OnePlus,4.7,12,512,600,108,500,North America,Q2,953
Oppo,7.0,6,64,700,12,20000,Oceania,Q1,223
Google,5.8,16,512,600,32,10000,North America,Q3,920
LG,6.4,12,64,600,24,100,South America,Q4,157
Samsung,6.0,8,1024,600,64,2000,Asia,Q3,536
Google,6.8,4,32,1100,12,20000,Europe,Q3,904
Huawei,5.8,4,128,800,48,20000,Asia,Q1,562
LG,6.9,4,1024,700,48,1000,Asia,Q3,881
Apple,5.0,4,64,600,20,2000,Asia,Q2,796
Xiaomi,6.5,3,64,1500,8,2000,Africa,Q1,744
OnePlus,6.0,12,128,1000,24,5000,Asia,Q2,413
OnePlus,6.8,16,128,200,24,2000,South America,Q4,377
Google,5.5,6,32,900,32,1000,Europe,Q4,712
Sony,4.7,3,32,1500,20,100,Africa,Q3,858
Oppo,5.8,2,256,1200,48,20000,North America,Q1,869
Huawei,6.8,3,512,1100,16,2000,Europe,Q4,783
Google,6.7,4,32,1200,32,100,North America,Q4,417
OnePlus,6.5,2,32,1000,32,5000,South America,Q2,138
Apple,5.5,2,256,200,16,100,North America,Q3,705
Apple,5.8,2,1024,700,20,5000,South America,Q2,364
Samsung,6.9,3,256,400,8,5000,Africa,Q2,691
Apple,5.0,3,512,600,48,5000,South America,Q2,876
Apple,5.2,16,128,200,48,5000,Europe,Q2,278
Samsung,4.7,3,64,600,64,2000,South America,Q4,775
Sony,4.5,4,64,600,20,500,North America,Q1,546
Huawei,4.7,12,32,1000,20,500,Africa,Q4,393
Xiaomi,5.2,2,32,1200,8,100,South America,Q1,649
Apple,5.2,3,256,300,32,20000,Europe,Q2,443
Sony,5.0,8,256,600,48,500,South America,Q2,907
Samsung,5.5,16,256,700,12,100,South America,Q2,329
Apple,5.5,2,32,1000,64,5000,North America,Q1,940
LG,6.2,12,512,1100,8,100,Europe,Q4,529
Apple,4.5,16,256,1500,108,500,Oceania,Q2,429
